GameTitle,Profit,GenreRank
"NBA Live 07",1.3,219
"EA Playground",1.2999999999999998,220
"EA Sports Active 2",1.2900000000000003,221
"FIFA Street",1.28,222
"Tony Hawk's Underground",1.27,223
"NBA 2K9",1.27,223
"Jillian Michaels' Fitness Ultimatum 2009",1.27,223
"Rockstar Games presents Table Tennis",1.27,223
"Reel Fishing",1.2600000000000002,227
"Football Manager 2011",1.26,228
"Championship Manager 03/04",1.26,228
"Brian Lara Cricket",1.26,228
"Winter Sports: The Ultimate Challenge",1.25,231
"NBA Live 2001",1.25,231
"2010 FIFA World Cup South Africa",1.23,233
"Madden NFL 17",1.23,233
"Mario Power Tennis",1.23,233
"FIFA Soccer 11",1.21,236
"FIFA Soccer 07",1.21,236
"NBA Live 99",1.21,236
"NBA 2K2",1.21,236
"World Soccer Winning Eleven 9 (JP & Others sales)",1.2,240
"WWE 2K16",1.2,240
"NHL 2002",1.2,240
"Kobe Bryant in NBA Courtside",1.2,240
"NFL 2K",1.1900000000000002,244
"Mario & Sonic at the London 2012 Olympic Games",1.1900000000000002,244
"FIFA 14",1.19,246
"WWE 2K14",1.19,246
"Pro Evolution Soccer 2008",1.19,246
"NBA 2K17",1.19,246
"Pro Yakyuu Family Stadium '88",1.1800000000000002,250
"Mario Tennis",1.18,251
"Tony Hawk's Pro Skater 2",1.18,251
"Cool Boarders 4",1.1700000000000002,253
"Your Shape: Fitness Evolved 2012",1.17,254
"Cabela's Dangerous Hunts",1.17,254
"Football Manager 2013",1.17,254
"FIFA Soccer 10",1.1600000000000001,257
"EA Sports Active: More Workouts",1.1600000000000001,257
"Derby Stallion III",1.15,259
"Hot Shots Golf: Out of Bounds",1.1400000000000001,260
"WWE 2K14",1.1300000000000001,261
"Derby Stallion 99",1.1300000000000001,261
"WWE 2K15",1.1300000000000001,261
"Worldwide Soccer Manager 2008",1.12,264
"NBA Jam Tournament Edition",1.1199999999999999,265
"Triple Play 98",1.1,266
"NBA Live 2001",1.09,267
"Skate 2",1.09,267
"NFL 2K1",1.09,267
"Madden NFL 2004",1.09,267
"Tiger Woods PGA Tour 10",1.09,267
"NFL Blitz 2000",1.08,272
"The Biggest Loser",1.08,272
"Fisherman's Bass Club",1.08,272
"Ready 2 Rumble Boxing",1.08,272
"Pro Evolution Soccer 2008",1.07,276
"NFL Blitz",1.07,276
"NCAA Football 14",1.07,276
"Championship Manager 99/00",1.07,276
"World Tour Soccer",1.07,276
"NFL Quarterback Club 98",1.07,276
"Virtua Tennis 3",1.07,276
"FIFA Soccer 11",1.0699999999999998,283
"NBA Street V3",1.0699999999999998,283
"Sega Superstars Tennis",1.06,285
"NHL 99",1.06,285
"NCAA Football 99",1.06,285
"Derby Stallion 96",1.05,288
"Dave Mirra Freestyle BMX",1.05,288
"NBA 2K3",1.04,290
"MVP Baseball 2003",1.04,290
"EA Sports UFC",1.04,290
"Tiger Woods PGA Tour 08",1.04,290
"Madden NFL 07",1.03,294
"FIFA Soccer 08",1.03,294
"NCAA March Madness 2004",1.02,296
"PES 2009: Pro Evolution Soccer",1.01,297
"NBA Jam Tournament Edition",1.01,297
"Championship Manager 3",1.01,297
"NFL GameDay 2001",1.01,297
"NES Open Tournament Golf",1,301
"Winning Eleven: Pro Evolution Soccer 2007 (All Region sales)",1,301
"NBA Live 97",1,301
"NCAA Football 12",1,301
"FIFA Soccer 10",0.99,305
"Pro Evolution Soccer 2008",0.99,305
"NFL Fever 2002",0.99,305
"Madden NFL 10",0.98,308
"Madden NFL 08",0.98,308
"NBA 2K10",0.98,308
"Club Penguin: Game Day!",0.9700000000000001,311
"NBA 2K16",0.97,312
"FIFA Soccer 2005",0.97,312
"Madden NFL 16",0.97,312
"NCAA Football 06",0.97,312
